titulo;label;n_token
‘Silent Fear’: Party of Davos Founder Plans Emergency D.C. Meeting to Discuss How to Handle Donald Trump - Breitbart;0;31
Lester Holt: presidential debate moderator and proven fact-checker;0;14
 Sarah Palin Faceplants, Immediately Starts Speaking In Tongues About Hillary (IMAGE);1;19
Texas Restaurateur Accused of Harboring, Arming Illegal Aliens;0;16
National Immigration Law Center Exec Director: Sessions Has a ’Very Clear White Supremacist Agenda’ - Breitbart;0;28
IEX Group, Critical of Wall St., Gains Approval for Stock Exchange - The New York Times;0;22
EU plans Brexit summit gesture, May hints on cash;0;14
China says it respects Mugabe's decision to resign;0;13
Alicia Keys and the ‘Tyranny of Makeup’ - The New York Times;0;18
Donald Trump’s Speech, Mosul, Kim Jong-nam: Your Morning Briefing - The New York Times;0;24
 ‘DO SOMETHING!’: Trump Panics As Mueller’s Investigation Closes In On Him;1;20
PRICELESS: Watch Bill Clinton’s Awkward Response When Asked If His Perverted Past Is “Fair Game”;1;24
LIST OF 15 CORPORATIONS Working With Obama To Bring UNLIMITED NUMBER OF REFUGEES To America;1;17
U.S. to issue rules to tighten individual travel restrictions to Cuba;0;16
LIBERAL HOLLYWOOD IMPLODES! Ratings Are In For The Trump-Bashing Emmys…Insignificant Celebrities Are Dealt MAJOR BLOW!;1;27
U.N. rights chief says EU deal on Libya migrants falls short;0;16
Top Senate Democrat Reid backs new gun control proposal;0;11
Ford Sollers starts serial production of cars with Era-Glonass system;1;17
CASTRO DEMANDS THE RETURN OF “ILLEGALLY OCCUPIED” GITMO BEFORE RESTORING DIPLOMATIC RELATIONS;1;18
 MAJOR Latino Supporter Publicly Dumps Trump On CNN After Hearing Immigration Speech (TWEET/VIDEO);1;22
Officials Relax Zika Warning for Pregnant Women in Miami Neighborhood - The New York Times;0;18
Alabama Lawmaker: Same-Sex Couples Don’t Deserve Same Financial Benefits As Other Families;0;20
 This Major U.S. City Is Now So Polluted, People With Asthma Are Choking To Death (VIDEO);1;25
Student’s Hands Tied? High School In Hot Water For Slave Reenactment Tradition;1;20
McCain in toughest Senate fight of his life;0;11
Russia to limit U.S. military observation flights: RIA;0;15
Syria says U.S. attack killed six, caused extensive damage;0;15
Trump: Government ’Involves Heart,’ Business Does Not - Breitbart;0;18
 Texas Republican Rejects Canadian Offer Of Real Help For Hurricane Victims, Asks For Prayers Instead;1;18
Trump Adviser Says Israeli Settlements ‘Not Illegal’;1;11
Great Barrier Reef Hit by Worst Coral Die-Off on Record, Scientists Say - The New York Times;0;22
Trump economic adviser Cohn says coal can be competitive again: CNBC;0;16
The “Safe Welfare State” Of Sweden Descends Into Anarchy…Muslim Refugee Situation Out Of Control;1;20
The American Energy Success Story Obama Won’t Tell The World;1;14
 The Trump Administration Is Helping Scam Universities Steal Money From Their Students;1;15
Life: If You Love Enamel Pins, You’ll Love This Etsy Shop, And If You Don’t Care About Enamel Pins, You’ll Explode Over This Picture Of A Bulldog Puppy, And If That Doesn’t Do It For You, You’ll Lose Your Shit Over This Amazing-Looking Pizza, And If You Don’t, We’ll Find Something For You;1;80
" Megyn Kelly Breaks Silence On Trump; Exposes Threats Over Rape Allegation (VIDEO)";1;21
Boehner: Democrats must 'get off their ass' on DHS bill;0;18
 Mom Of Benghazi Victim Just DEMANDED Trump Stop Using Her Son’s Name In His Propaganda;1;21
ISIS Uses 600 Suicide Dogs to Restrain Iraqi Army’s Advance in Mosul;1;17
Cambodia's detained opposition leader denies treason charges;0;11
Aider les migrants et aller en prison? La vie en Europe est complexe…;1;20
Final assault on Islamic State in Raqqa to start on Sunday -commander;0;17
Is Trump Mentally Fit? ‘Sure,’ Gingrich Says - The New York Times;0;20
15 Great Stories That Have Nothing to Do With Politics - The New York Times;0;17
WIKILEAKS CLINTON CAMPAIGN EMAIL: Uneducated, “Unaware” Supporters Not As Easy To Manipulate As Before;1;25
 WATCH: RNC Platform Leader Refuses To Say How Much GOP Hates Muslims (VIDEO);1;20
Iraq opposed to U.S. recognition of Jerusalem as Israeli capital;0;15
German court stops trial of paramedic who worked at Auschwitz;0;14
Russia left troops in Belarus after wargames: Ukraine;0;12
Re: Trump supporter gets revenge on lawn-sign vandal in the absolutely best way possible;1;20
14 dead as Islamic rebels attack in Philippines;0;10
Senator McCain to vote against Obamacare repeal: statement;0;12
Dems File Complaint w/DOJ Against FBI for Investigating Hillary;1;15
Blasphemy and the law of fanatics;0;12
Ex-President Bush says hopeful despite 'pretty ugly' climate in Washington;0;16
 Obama Officials Were Forced To Take BIZARRE Measure To Ensure Trump Didn’t Hide Russia Documents;1;19
 Sh*t Just Got Real: FBI Looking Into Whether Agents Leaked Info To Giuliani During Campaign;1;22
New York City Ballet Savors the City of Light - The New York Times;0;18
Factbox: Interior Department's oil and gas methane rule for federal lands;0;17
"Stop Pretending You Don't Know Why People Hate Hillary Clinton
";0;14
HOW PROGRESSIVE! Women’s March Organizer Has Ties To Terror Group Hamas…Advocates For SHARIA LAW;1;22
Carville Melts Down: Asserts FBI, GOP and KGB in Cahoots;1;19
BIG MISTAKE? MASKED ANTIFA COWARDS Target KID ROCK’S DETROIT Concert Opening Of Little Caesars Arena Tonight;1;24
Obama says Pelosi a strong leader, showing support for re-election bid;0;18
Coached by the Zen Master, the Knicks Try Mindfulness - The New York Times;0;18
Trump, Clinton court Ohio as White House race enters final 2 months;0;15
LEAKED EMAIL REVEALS GOOGLE CHAIRMAN WANTED TO BE CLINTON CAMPAIGN’S ‘HEAD OUTSIDE ADVISOR’;1;19
Republican Walks Out on Reporter Who Urged Non-Residents at Local Town Hall - Breitbart;0;21
NATIONAL TREND? Jimmy John’s Employee Refuses To Serve Police Officer [VIDEO];1;18
Roadside bombs wound 20, kill soldier in Thailand's troubled south;0;15
“Dead Broke” Clintons Hanging At 21 Club In NYC Sipping Pricey Bubbly;1;19
Trump denies women's claims, says will provide evidence;0;13
Pakistan Recalls Diplomats From India, Threatens to Expel Indian Envoys;1;15
 Ana Navarro Unleashes EPIC Tweetstorm Explaining Just How Afraid We Should Be Of President Trump;1;23
YouTube Reinstates MILO’s Livestream Morning After Event - Breitbart;0;19
 WATCH: Tony Awards Gives Hateful Bigots The Middle Finger In Opening Number;1;17
(VIDEO) RACIST HILLARY CLINTON SPOUTS RIDICULOUS STEREOTYPE PANDERING TO BLACKS;1;18
How to Plan Your Next Vacation With a Chatbot - The New York Times;0;17
Target Raises Free Shipping Purchase Amount for Online Shoppers as Other Retailers Lower It;0;17
U.S. Treasury outlines sweeping reform of capital markets;0;13
 Trump STRANDED, In Full Panic As ANOTHER Performer Drops Out Of Inauguration (DETAILS);1;18
May heads for Brussels as last-minute Brexit talks go on;0;16
Top tech official at hacked U.S. personnel agency retires under pressure;0;17
The Syrian town shattered by war that may finally have seen an end to the fighting;1;18
Soldiers on Europe's streets dent NATO's defense edge;0;14
Trump moves ahead with wall, puts stamp on U.S. immigration, security policy;0;19
Key House conservative still expects healthcare vote on Thursday;0;11
 Republican Lindsey Graham LOSES IT, Blames Trump For GOP’s ‘Death Spiral’;1;20
Trump picks 'Death by China' author for trade advisory role;0;14
5 Slain Dallas Officers Served Overseas and at Home - The New York Times;0;16
BOYCOTT! Pro-Gun Control Seth (Racist) Rogen, Star Of Newly Released “Steve Jobs” Movie Sends Vulgar Tweet: “F*ck You Ben Carson”;1;38
For Syrian Girl in Need of Medical Care, Trump’s Travel Ban Adds to a Nomadic Tragedy - The New York Times;0;26
BOOM! KELLYANNE CONWAY Schools CNN’s Anderson Cooper On The Comey Firing [Video];1;21
Turkey vows to take 'all measures' if Iraqi Kurdish referendum endangers security;0;18
Sanctuary Cities Surround Area Where Illegal Aliens Allegedly Killed Woman;0;12
 Democrats May Save Oregon’s Middle Class From GOP With New Wage Law;1;17
FACT CHECK: Trump Is Right That Clinton Might Cause WW3 - Eric Zuesse;1;20
FBI detects breaches against two state voter systems;0;12
U.S. lawmaker calls on IRS chief to resign over handling of hacked data;0;19
Clinton takes on FBI director in latest email flap;0;11
What's a 'dotard' anyway? Kim's insult to Trump;0;18
North Korea says naval blockade would be 'act of war', vows action;0;17
BRONX HOSPITAL SHOOTING: Multiple People Shot, Staff ‘Sheltered in Place’ Amid Backdrop of Active Shooter Drills;1;22
Report: Hillary Clinton Pressured to Run for New York City Mayor;0;14
Liberal, Moderate or Conservative? See How Facebook Labels You - The New York Times;0;18
J.P. Morgan Chase Pulls Ads from NBC News over Megyn Kelly Interview with Alex Jones;0;21
Trump administration bans selected words at health agencies: paper;0;13
Penguin Fan Stabbed in Head, Delays Hospital Trip Until After Game - Breitbart;0;19
FBI Director Just Admitted His New Hillary Probe Is A Smear To Help Trump, GOP;1;20
Syrian government to blame for April sarin attack: U.N. report;0;17
Challenge to Trump travel ban moves forward in two courts;0;12
Biden pledges faster U.S. approval for cancer drug cocktails;0;17
New tensions erupt between the White House and Netanyahu;0;14
Japan PM aims to strengthen U.S. alliance under President Trump;0;15
Kanye Tour Cancelled After Pro-Trump Rants. UPDATE: Kanye Hospitalized.;1;17
Clashes in Stockholm Suburb Draw Attention to Trump’s Remarks - The New York Times;0;18
After Somalia's deadliest bombing, a brother's desperate search;0;16
Who do you think won the CNBC GOP Presidential Debate?;1;15
Missouri lawmakers override gun, voter ID vetoes;0;13
Republican Ryan rejects Trump warning of riots in presidential race;0;12
 REPORT: Trump’s Modeling Agency Is A Cover For Human Trafficking;1;15
Repeat Deceit: How US Tries to Link Iran to Al Qaeda;1;15
Moscow says U.S. and North Korea should start a dialogue: RIA;0;18
Election crossroads: Socialism or capitalism?;1;9
PICTURE OF Cop Walking Son To School On Day He Was Murdered Appears On Social Media Same Day MEDIA TRASHED TRUMP Over Joke He Made To Cops About Getting Tough On Criminals Who Kill Innocent People;1;39
Georgia governor orders evacuation of Savannah, coast ahead of Irma;0;14
Police Arrest 12 Suspected Of Helping Paris Gunmen;0;10
What to Make of the ‘Davos Class’ in the Trump Era - The New York Times;0;21
In Consideration of the Supreme Importance of Love;1;10
Austrian police hunt gunman after two killed in shooting;0;12
George Soros ‘Has Ruined the Lives of Millions of Europeans’ Says Hungarian Prime Minister;0;19
MICHAEL FLYNN’S LAWYER Releases Statement Scorching “Highly Politicized Witch Hunt”;1;20
India's push to broaden use of its biometric database;0;15
Woman Claims Nail Salon Posted Sign Saying Fat Clients Must Pay More - Breitbart;0;19
WIKILEAKS Posts NEW Document…Shows Hillary Reportedly Asked: ” Can’t we just drone this guy [Julian Assange]?”;1;31
Japan vows no more deaths from overwork while building Olympic arena;0;14
This Poison-Free Pest Control Method Will Cheer Up Your Garden;1;14
CAN YOU GUESS Whose Famous Voice Narrates Trump’s First TV Ad? [Video];1;21
Putin complains Russian media abroad face unacceptable pressure;0;11
Qatar, neighbors trade barbs at Arab League over boycott;0;13
ARMED WOMAN Takes Out One Of Three Burglars In A Crazy Home Invasion [Video];1;20
Juncker to Merkel: EU needs stable German government to shape Europe;0;16
Megyn Kelly interrogates Tom Cotton on Iran letter: “What’s the point in writing to the Iranian mullahs?”;0;30
Comment on The Creative Gifts Of ADHD: Disorder Or Gift? Real Or Fictitious? by A.D.H.D. NATION: HOW BIG PHARMA CREATED THE A.D.H.D. EPIDEMIC - Black Barth;1;50
Trump says meeting with Russia's Lavrov last week 'very successful';0;18
Pentagon to lease privately owned Trump Tower apartment for nuclear 'football': letter;0;17
Turkish police officer shoots prosecutor in Antalya: media reports;0;14
 WATCH: Van Jones Takes Trump To The Woodshed For Unpatriotic Response To Russia Hack;1;21
NZ Prime Minister-elect Ardern focuses on final touches in coalition deal, NZ dollar sinks;0;20
The no-transparency election;0;7
Obama, Fed's Yellen discussed economic risks in White House meeting;0;16
Melania Gets Last Laugh After Media Mocks Her “Inappropriate” Attire on Trip to Support TX Hurricane Victims [Video];1;26
As America Sleeps, Donald Trump Seethes on Twitter - The New York Times;0;17
 Read Gabby Giffords’ Beautiful Letter In Solidarity With Democratic Sit-In;1;16
 Totally Blow The Minds Of Tea Partiers With The REAL HISTORY Of The Tea Party Movement;1;19
 Drinks And Dancing As Things Got VERY Real During Cold Open Of SNL Season Finale (VIDEO);1;21
U.S. spy agencies fight Congress over plan for probe of covert Russian influence campaign;0;19
Donald Trump Attacks Bring Team Obama out of Retirement;0;11
Venezuela indicts alleged accomplice of June helicopter attack;0;14
With Prosecutors at Odds, U.S. Inquiry Into Eric Garner’s Death Drags On - The New York Times;0;26
“We won, you lost, get over it” Brexiters told outside High Court;1;21
 Elizabeth Warren Announces That A Major For Profit School Is Banned From Accepting Students;1;16
 Charlotte City Council Betrays LGBT Community In Exchange For Hearing On HB 2 Repeal;1;18
Trump Supporter Screams At Press, Uses Anti-Semitic Slurs, Brands Them ‘The Enemy’ (VIDEO);1;24
Major Corporate Sponsors Are Scaling Back Support for GOP Convention;0;13
FBI found Clinton-related emails on devices belonging to aide, ex-congressman: NYT;0;20
 Trump Campaign Manager Gives SICKENING Interview On ‘Enormous Sacrifices’ Trump Made (VIDEO);1;19
White House willing to sign compromise Iran bill;0;10
 Leaked G20 Video Appears To Show Trump Rubbing Putin’s Back At First Meeting, World Gags (VIDEO);1;25
"World leaders congratulate Trump, Putin ""anxious to improve relations with America""";1;18
Argentine survivor of New York attack pleads for justice, love;0;14
J Scott Armstrong: Fewer Than 1 Percent Of Papers in Scientific Journals Follow Scientific Method - Breitbart;0;23
Harnessing the U.S. Taxpayer to Fight Cancer and Make Profits - The New York Times;0;21
The Russian Navy in the Eastern Mediterranean: Naval Briefing November 9th, 2016 by LeDahu;1;19
Instant View: Senate plan delays corporate tax cut, won't repeal Obamacare mandate;0;19
A Threat on Migration That May Prove to Be Empty - The New York Times;0;17
Firebombing of G.O.P. Office Jolts Fragile Balance of a North Carolina Town - The New York Times;0;28
